OTU	Domain	Supergroup	Phylum	Class	Order	Family	Genus	Species	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep	
83	Eukaryota	Opisthokonta	Cnidaria	Octocorallia	Malacalcyonacea	Plexauridae			47521	27786	20663	24385	20625	45194	202944	25850	21165	29901	15930	26331	137257	24654	18381	75326	49145	70249	36609	40363	42366	41595	30962	
265	Eukaryota	SAR	Myzozoa	Conoidasida	Eucoccidiorida				4069	26941	26006	55950	96487	22474	14827	6835	231621	24488	954	247	4	51	74	3946	3037	779	38	1090	1015	31	11	
314	Eukaryota	SAR	Myzozoa	Dinophyceae	Peridiniales				764	388	320	602	227	339	516	278	889	126	903	204	0	1	0	0	0	0	0	0	0	1	1	
290	Eukaryota	SAR	Ciliophora	Spirotrichea	Licnophorida	Licnophoridae	Licnophoria		620	1	6	40	0	11924	0	0	0	11	0	0	0	0	1	23	1	0	0	0	0	0	0	
1	Eukaryota	(Eukaryota)	(Eukaryota)	(Eukaryota)					442	332	205	209	268	779	968	343	234	304	252	470	732	175	90	191	545	644	167	152	349	118	353	
34	Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebida	Acanthamoebidae	Acanthamoeba		243	276	147	165	228	472	193	261	126	150	36	235	55	113	116	783	288	304	117	105	245	79	163	
291	Eukaryota	SAR	Ciliophora	Spirotrichea					219	75	34	335	57	66	164	44	77	108	528	20	0	4	81	40	27	37	83	12	263	30	97	
255	Eukaryota	SAR	(SAR)	(SAR)					176	99	73	111	284	306	196	84	247	65	705	24	0	47	7	36	6	39	21	3	90	29	44	
92	Eukaryota	Fungi	LKM15	(LKM15)					141	177	140	32	306	549	29	42	0	142	0	0	2	0	0	0	0	22	0	0	0	0	0	
2	Eukaryota	Amorphea	(Amorphea)	(Amorphea)					138	78	48	53	162	319	59	68	31	40	21	371	23	51	17	64	200	292	73	46	86	61	52	
91	Eukaryota	Fungi	Dikarya	(Dikarya)					127	98	71	62	177	294	56	139	74	107	38	104	355	290	111	1480	126	2381	79	60	93	2609	476	
105	Eukaryota	Archaeplastida	Chloroplastida	Embryophyta	Embryophyta				123	68	62	65	63	145	110	128	45	38	61	222	46	55	33	186	313	218	94	75	105	115	128	
287	Eukaryota	SAR	Ciliophora	Spirotrichea					116	63	26	175	12	22	54	16	27	16	197	14	0	0	0	0	0	0	0	0	0	0	0	
279	Eukaryota	SAR	Ciliophora	Oligohymenophorea					114	18	27	111	27	66	356	191	86	70	135	28	0	0	13	8	24	134	31	0	24	4	255	
81	Eukaryota	Opisthokonta	Choanozoa	(Choanozoa)					78	40	49	27	12	60	37	51	8	16	9	157	50	32	18	15	108	45	25	30	53	9	43	
80	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta					74	62	32	39	63	292	53	76	39	44	10	380	39	78	37	205	227	185	35	60	95	95	58	
158	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Porphyra-Pyropia			63	33	32	8	9	23	12	37	20	10	9	9	12	27	32	9	33	65	26	24	54	1	18	
111	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		49	37	26	13	12	14	9	25	8	2	7	15	1	5	4	140	65	104	69	24	25	10	19	
300	Eukaryota	SAR	Myzozoa	Dinophyceae					45	30	11	32	17	517	315	48	97	19	152	16	0	5	0	3	0	5	0	1	0	5	4	
254	Eukaryota	SAR	(SAR)	(SAR)					33	23	15	12	20	82	49	18	18	16	44	5	6	8	7	12	2	307	12	2	23	3	52	
132	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae					30	29	15	25	11	32	14	42	21	8	3	1	7	11	9	4	4	17	2	7	20	5	10	
90	Eukaryota	Fungi	Cryptomycota	(Cryptomycota)					26	26	12	6	30	81	5	4	0	12	0	1	0	0	0	0	0	5	0	0	0	0	2	
126	Eukaryota	Archaeplastida	Chloroplastida	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas		25	47	18	60	67	76	130	190	30	50	7	29	35	33	19	962	80	115	34	32	35	81	28	
98	Eukaryota	Amorphea	Opisthokonta	Holomycota	Rotosphaerida	Nucleariidae			23	23	11	4	33	107	3	10	1	11	8	4	0	0	0	1	3	12	0	0	1	0	1	
571	Eukaryota	SAR	Ochrophyta	(Ochrophyta)					23	32	13	11	19	65	15	8	10	28	7	54	13	57	19	236	62	101	22	24	35	56	31	
592	Eukaryota	SAR	Heterokontophyta	Mediophyceae					22	13	17	4	34	98	9	7	3	20	10	15	3	7	0	5	5	24	0	2	6	6	19	
101	Eukaryota	Archaeplastida	Chloroplastida	Charophyta					15	9	10	0	9	5	3	8	6	1	2	2	7	2	7	0	6	28	16	7	15	3	8	
353	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group I	uncultured eukaryote	14	14	5	30	3	7	36	2	13	1	34	5	0	1	0	0	0	1	0	0	0	0	0	
49	Eukaryota	Amorphea	Amoebozoa	(Amoebozoa)				uncultured freshwater eukaryote	13	5	8	3	16	30	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	
114	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrella		12	25	8	14	7	13	7	24	27	7	6	10	6	8	6	8	23	16	7	4	19	6	9	
337	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales				12	22	7	22	16	41	33	28	43	9	125	42	0	0	0	0	0	2	0	0	3	0	1	
82	Eukaryota	Opisthokonta	Choanozoa	Choanoflagellata					10	9	3	5	10	32	5	15	4	13	4	57	8	11	9	39	21	54	7	5	14	7	23	
100	Eukaryota	Archaeplastida	Chloroplastida	(Chloroplastida)					10	2	6	1	3	5	2	4	2	2	0	0	1	5	2	3	7	7	4	6	2	1	8	
286	Eukaryota	SAR	Ciliophora	Spirotrichea					10	5	1	6	0	3	11	2	8	5	21	3	0	5	1	17	6	0	14	7	13	2	10	
89	Eukaryota	Fungi	Chytridiomycota	(Chytridiomycota)					9	1	0	4	4	4	4	3	0	2	3	0	1	0	0	3	0	3	0	0	0	0	5	
87	Eukaryota	Fungi	(Fungi)	(Fungi)					8	18	9	3	25	66	6	5	1	12	6	20	2	3	0	3	11	19	0	0	5	6	18	
309	Eukaryota	SAR	Myzozoa	Dinophyceae	Suessiales	Suessiaceae			8	0	0	0	0	0	6	1	0	1	41	1	0	6	0	0	1	1	0	0	0	10	1	
84	Eukaryota	Fungi	Nucletmycea	(Nucletmycea)					7	6	11	7	23	53	0	3	0	8	3	0	0	0	1	0	0	2	0	0	1	0	2	
399	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida			uncultured Eimeriidae	7	4	4	2	4	7	5	13	1	0	0	0	3	12	4	22	4	8	9	8	8	2	6	
591	Eukaryota	SAR	Heterokontophyta	Bacillariophyceae					7	6	1	0	2	15	8	3	10	1	22	2	11	13	1	14	18	112	21	21	28	13	973	
22	Eukaryota	Amorphea	Amoebozoa	Discosea	Glycostylida 	Paramoebidae	Paramoeba		6	3	0	1	10	23	1	1	0	5	1	0	0	0	0	0	0	7	3	4	15	3	263	
280	Eukaryota	SAR	Ciliophora	Phyllopharyngea					6	36	4	4	7	82	1	0	28	4	28	11	11	67	0	5	1	4	1	0	6	0	479	
466	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria				6	3	4	2	3	20	10	5	5	6	162	1	0	1	0	0	0	0	0	0	0	2	0	
477	Eukaryota	SAR	Radiozoa	Polycystinea		RAD C			6	0	5	1	5	2	15	5	6	6	47	11	0	0	0	1	0	0	0	0	0	0	0	
99	Eukaryota	Archaeplastida	(Archaeplastida)	(Archaeplastida)					5	0	1	1	1	2	0	1	1	1	1	0	0	2	2	1	3	1	0	3	5	2	2	
257	Eukaryota	SAR	Myzozoa	(Myzozoa)				Apicomplexa	4	40	27	47	75	27	9	6	51	23	3	0	0	0	1	5	0	1	0	1	0	0	0	
272	Eukaryota	SAR	Ciliophora	(Ciliophora)					4	0	0	0	1	4	1	0	2	0	3	0	11	0	0	5	1	6	3	0	11	0	19	
284	Eukaryota	SAR	Ciliophora	Litostomatea					4	0	2	1	2	5	0	0	0	0	0	0	0	0	0	55	0	1	1	2	13	0	34	
295	Eukaryota	SAR	Ciliophora	Spirotrichea				uncultured alveolate	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97	Eukaryota	Fungi	Zoopagomycota	(Zoopagomycota)					3	4	2	0	4	22	1	2	0	3	0	5	1	3	1	1	1	2	1	1	1	0	4	
303	Eukaryota	SAR	Myzozoa	Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	Amphidinium	3	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
349	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group I		3	5	0	5	0	0	2	0	3	2	5	2	0	0	0	0	0	0	0	0	0	0	0	
478	Eukaryota	SAR	Radiozoa	Polycystinea		RAD C		uncultured eukaryote	3	3	6	0	0	46	28	11	96	34	13	2	0	0	0	0	0	0	0	0	0	0	0	
3	Eukaryota	Amorphea	Amoebozoa	(Amoebozoa)					2	0	0	0	0	1	0	0	1	1	3	0	0	2	0	0	0	16	1	0	0	2	5	
94	Eukaryota	Fungi	Mucoromycota	(Mucoromycota)					2	2	1	0	4	9	4	5	4	2	0	6	0	0	0	6	2	2	3	1	3	0	3	
131	Eukaryota	Archaeplastida	Chloroplastida	Prasinophytae	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcus		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144	Eukaryota	Archaeplastida	Chloroplastida	Ulvophyceae					2	0	0	0	0	1	0	0	2	0	0	2	0	0	0	1	0	0	1	0	1	0	7	
202	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Neobodonida				2	40	3	2	2	28	4	0	21	5	6	1	0	4	1	171	1	50	12	13	0	128	39	
218	Eukaryota	Excavata	Parabasalia	Trichomonadea	Trichomonadida	Trichomonadidae	Trichomonas		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae					2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
277	Eukaryota	SAR	Ciliophora	IN2411					2	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
282	Eukaryota	SAR	Ciliophora	Prostomatea					2	2	0	1	2	0	9	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	
302	Eukaryota	SAR	Myzozoa	Dinophyceae					2	1	2	4	0	7	7	3	9	0	4	1	0	9	0	0	0	0	0	0	0	7	0	
316	Eukaryota	SAR	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum		2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
325	Eukaryota	SAR	Myzozoa	Dinophyceae	Noctilucales			uncultured eukaryote	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II	uncultured eukaryote	2	2	1	0	1	18	4	0	3	3	295	4	0	0	0	0	0	6	2	0	0	1	0	
375	Eukaryota	SAR	Cercozoa	(Cercozoa)					2	0	0	0	1	8	665	8	39	16	16	8	1	15	0	26	1	4	1	0	0	4	16	
428	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeocystina	Aulacanthidae	Aulacantha	Aulacantha scolymantha	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
444	Eukaryota	SAR	Cercozoa	(Cercozoa)				metagenome	2	1	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
449	Eukaryota	SAR	Radiozoa	Retaria					2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	
471	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria			uncultured	2	4	1	8	2	0	6	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	
481	Eukaryota	SAR	Stramenopiles	(Stramenopiles)					2	0	0	0	0	15	15	1	4	1	2	1	0	8	1	15	2	66	1	2	0	5	28	
589	Eukaryota	SAR	Heterokontophyta	Bacillariophyceae					2	3	1	0	0	5	10	0	7	1	8	1	3	56	0	41	32	23	2	14	27	39	184	
608	Eukaryota	SAR	Ochrophyta	Pelagophyceae					2	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
20	Eukaryota	Amorphea	Amoebozoa	Discosea	Glycostylida 	Paramoebidae	Korotnevella		1	1	1	2	1	1	0	1	2	0	0	0	0	0	0	1	0	9	2	0	30	1	48	
21	Eukaryota	Amorphea	Amoebozoa	Discosea	Dactylopodida	Vexilliferidae 	Neoparamoeba		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	109	
35	Eukaryota	Amorphea	Amoebozoa	Discosea	Centramoebida	Centramoebida incertae sedis	Balamuthia		1	1	2	0	0	3	1	1	2	0	1	3	1	2	0	0	4	1	1	0	1	0	2	
41	Eukaryota	Amorphea	Amoebozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Amastigomonas	Amastigomonas bermudensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125	Eukaryota	Archaeplastida	Chloroplastida	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix	Crustomastix sp. BH41_108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140	Eukaryota	Archaeplastida	Chloroplastida	Trebouxiophyceae	Chlorellales	Oocystaceae	Schizochlamydella	Schizochlamydella capsulata	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
157	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Bangiaceae	Porphyra-Clymene	(Porphyra-Clymene)	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	
160	Eukaryota	Archaeplastida	Rhodophyceae	Bangiophyceae	Bangiales	Porphyra-Pyropia	Pyropia	Pyropia nitida	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	
178	Eukaryota	SAR	Cryptista	Goniomonadea	 Goniomonadida	Goniomonadidae	Goniomonas		1	1	1	5	0	6	5	3	3	2	0	2	1	1	1	2	6	4	0	0	12	4	0	
197	Eukaryota	Discoba	Euglenozoa	Euglenophyceae	Euglenales 	Euglenaceae	Euglenea		1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	
210	Eukaryota	Excavata	Loukozoa 	Jakobea 	Jakobida	Andaluciidae	Andalucia	Andalucia godoyi	1	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
258	Eukaryota	SAR	Myzozoa	Aconoidasida	Haemosporoidia	Plasmodiidae	Plasmodium		1	3	1	0	3	5	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
262	Eukaryota	SAR	Myzozoa	Conoidasida					1	3	3	9	30	7	0	5	21	10	0	0	0	0	0	1	0	3	0	0	0	0	0	
278	Eukaryota	SAR	Ciliophora	Nassophorea					1	0	0	0	3	5	0	0	1	0	0	0	0	0	0	0	0	99	0	0	2	0	19	
289	Eukaryota	SAR	Ciliophora	Spirotrichea					1	0	2	0	0	3	1	2	0	3	0	0	0	6	5	12	5	54	420	268	274	12	228	
299	Eukaryota	SAR	Myzozoa	Dinophyceae					1	1	1	6	2	84	25	1	10	5	17	1	0	3	0	1	0	0	0	0	0	2	0	
305	Eukaryota	SAR	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium		1	2	0	0	0	9	7	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
306	Eukaryota	SAR	Myzozoa	Dinophyceae	Gymnodiniales	Gyrodiniaceae	Gyrodinium		1	1	0	5	0	1	2	1	0	3	0	1	0	26	0	6	0	0	4	0	0	9	0	
307	Eukaryota	SAR	Myzozoa	Dinophyceae	Gymnodiniales				1	2	2	0	1	1	3	0	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	
318	Eukaryota	SAR	Myzozoa	Dinophyceae				uncultured	1	1	0	1	0	3	3	3	2	0	13294	9	6	0	1	4	0	0	0	0	0	0	0	
321	Eukaryota	SAR	Myzozoa	Dinophyceae	Noctilucales	Noctilucaceae	Abedinium		1	0	0	0	0	6	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
322	Eukaryota	SAR	Myzozoa	Dinophyceae	Noctilucales	Noctilucaceae	Abedinium	uncultured eukaryote	1	1	2	1	1	3	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	
336	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Perkinsidae	Perkinsus	Gadus morhua X-cell parasite	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
341	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	uncultured eukaryote	1	1	0	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	
362	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group III	uncultured eukaryote	1	4	0	2	1	1	1	5	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	
367	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales			uncultured eukaryote	1	4	0	1	2	5	8	69	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
388	Eukaryota	SAR	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae		uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
427	Eukaryota	SAR	Cercozoa	Thecofilosea	Phaeoconchia	Conchariidae	Conchariidae	Conchariidae sp. Toyo303	1	0	1	0	0	0	5	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
450	Eukaryota	SAR	Radiozoa	Acantharia	Acantharea Group I				1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
468	Eukaryota	SAR	Radiozoa	Polycystinea	Spumellaria		Rhizosphaera		1	0	2	0	0	1	6	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
499	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Pseudobodonaceae	Pseudobodo		1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	0	125	0	0	9	4	22	
500	Eukaryota	SAR	Bigyra	Bicosoecophyceae	Bicosoecales	Pseudobodonaceae	Pseudobodo	Pseudobodo tremulans	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
524	Eukaryota	SAR	Bigyra	Labyrinthulea	Thraustochytrida	Thraustochytriaceae	Oblongichytrium	Oblongichytrium porteri	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
545	Eukaryota	SAR	Bigyra	Labyrinthulea				uncultured eukaryote	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
588	Eukaryota	SAR	Ochrophyta	Chrysophyceae				uncultured marine picoeukaryote	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
593	Eukaryota	SAR	Heterokontophyta	Coscinodiscophyceae	Coscinodiscales				1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602	Eukaryota	SAR	Ochrophyta	Dictyochophyceae	Pedinellales		Ciliophrys		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603	Eukaryota	SAR	Ochrophyta	Eustigmatophyceae	Eustigmatales				1	1	0	0	0	11	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
617	Eukaryota	SAR	Oomycota	Oomycetes					1	0	9	5	0	0	98	4	1	0	0	0	22	0	0	0	0	4	0	0	0	4	2	
4	Eukaryota	Amorphea	Amoebozoa	Archamoebae	Rhixomastigida	Rhixomastigidae	Rhizomastix		0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
5	Eukaryota	Amorphea	Amoebozoa	Archamoebae	Rhixomastigida	Rhixomastigidae	Clydonella	Clydonella sawyeri	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	Eukaryota	Amorphea	Amoebozoa	Archamoebae	Rhixomastigida	Rhixomastigidae	Vexillifera 	Vexillifera abyssalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	2	
8	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	1	3	7	
9	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	Acanthocystidae			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	4	
10	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	Acanthocystidae	Pterocystis		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
11	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	CV1-B1-93		metagenome	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
12	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	H1-10		uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
13	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	H26-1		uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
14	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	Heterophryidae	Oxnerella	Oxnerella micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
15	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida	Heterophryidae	Pterocystis	Pterocystis tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
16	Eukaryota	Amorphea	Amoebozoa	Centrohelea	Centrohelida			uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	3	1	
17	Eukaryota	Amorphea	Amoebozoa	Discosea					0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	5	
18	Eukaryota	Amorphea	Amoebozoa	Discosea					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
19	Eukaryota	Amorphea	Amoebozoa	Discosea	Dactylopodida				0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	1	0	44	
23	Eukaryota	Amorphea	Amoebozoa	Discosea	Himatismenida	Himatismenida incertae sedis 	Parvamoeba		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
24	Eukaryota	Amorphea	Amoebozoa	Discosea	Dactylopodida			uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	
25	Eukaryota	Amorphea	Amoebozoa	Discosea	Stygamoebida	Stygamoebidae	Stygamoeba		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	Eukaryota	Amorphea	Amoebozoa	Discosea	Stygamoebida	Stygamoebidae	Vermistella		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	2	0	
27	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida				0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	2	22	
28	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida	Vannellidae	BIO10-D10		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida	Vannellidae	Platyamoeba		0	0	0	0	0	65	0	1	0	0	0	1	1	0	0	3	0	86	1	1	0	6	144	
30	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida	Vannellidae	Vannella		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	8	0	1	2	20	15	
31	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida	Vannellidae	Vannella	Vannella sp. BAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
32	Eukaryota	Amorphea	Amoebozoa	Discosea	Vannellida	Vannellidae	Vannella	Vannella sp. ELH5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	36	
33	Eukaryota	Amorphea	Amoebozoa	Discosea					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
36	Eukaryota	Amorphea	Amoebozoa	Discosea	Dermamoebida	Dermamoebida incertae sedis	Mayorella	Mayorella sp. JJP-2003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	Eukaryota	Amorphea	Amoebozoa	Discosea				uncultured marine eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
38	Eukaryota	Amorphea	Amoebozoa	(Amoebozoa)	Fractovitelliida	Fractovitelliida incertae sedis 	Soliformovum	Soliformovum irregulare	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
39	Eukaryota	Amorphea	Amoebozoa	Gracilipodida		Gracilipodida incertae sedis	Filamoeba	Filamoeba nolandi	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
40	Eukaryota	Amorphea	Amoebozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Amastigomonas		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	Eukaryota	Amorphea	Amoebozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Multimonas		0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	
43	Eukaryota	Amorphea	Amoebozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Multimonas	Multimonas koreensis	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	Eukaryota	Amorphea	Amoebozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Planomonas	Planomonas micra	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45	Eukaryota	Amorphea	Amoebozoa	Breviatea			NAMAKO-2	uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
46	Eukaryota	Amorphea	Amoebozoa	Dictyosteliomycetes	Dictyosteliales	Dictyamoeba		uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
