OTU	Domain	Supergroup	Phylum	Class	Order	Family	Genus	Species	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep	
216	Eukaryota	Excavata	Metamonada	Trepomonadea	Diplomonadida	Hexamitidae	Giardia		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
217	Eukaryota	Excavata	Parabasalia	Spirotrichonymphea	Spirotrichonymphida	Holomastigotoididae	Holomastigotoides	Holomastigotoides sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	
219	Eukaryota	Excavata	Metamonada	Preaxostyla	Oxymonadida	Saccinobaculidae	Saccinobaculus	Saccinobaculus sp. E10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
220	Eukaryota	Excavata	Metamonada	Preaxostyla	Oxymonadida				0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
221	Eukaryota	Excavata	Metamonada	Preaxostyla		Paratrimastigidae	Paratrimastix		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
222	Eukaryota	Excavata	Metamonada	Preaxostyla		Paratrimastigidae	Paratrimastix	Paratrimastix pyriformis ATCC50598	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223	Eukaryota	Excavata	Metamonada	Anaeromonadea	Trimastigida		Trimastix marina	Trimastix marina	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224	Eukaryota	Hacrobia	(Hacrobia)	(Hacrobia)					0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
225	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae					0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Coccolithales				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	
228	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Coccolithales	Pleurochrysidae	Pleurochrysis		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	
229	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Coccolithales	Reticulosphaeraceae	Reticulosphaera	Reticulosphaera socialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
230	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	 Noelaerhabdaceae	Emiliania	Emiliania huxleyi CCMP1516	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
232	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystis			Haptophyta environmental samples	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
233	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales				0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
234	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulina	Chrysochromulina		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
235	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	OLI16029			0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
237	Eukaryota	Hacrobia	Haptophyta	(Haptophyta)				Haptophyta environmental samples	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
238	Eukaryota	Incertae Sedis	(Incertae Sedis)	(Incertae Sedis)					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	1	
239	Eukaryota	Incertae Sedis	(Incertae Sedis)	(Incertae Sedis)	Ancyromonadida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
240	Eukaryota	Incertae Sedis	(Incertae Sedis)	(Incertae Sedis)	Ancyromonadida	Ancyromonadidae	Nutomonas	Nutomonas longa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	
241	Eukaryota	Incertae Sedis	Sulcozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Amastigomonas		0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	
242	Eukaryota	Incertae Sedis	Sulcozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Amastigomonas	uncultured Apusomonadidae	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	10	0	0	0	4	1	
243	Eukaryota	Incertae Sedis	Sulcozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Chelonemonas		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	
244	Eukaryota	Incertae Sedis	Sulcozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Chelonemonas	Chelonemonas geobuk	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
245	Eukaryota	CRuMs	Mantamonas	Glissodiscea	Mantamonadida	Mantamonadidae	Mantamonas	Mantamonas plastica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
246	Eukaryota	CRuMs	Mantamonas	Glissodiscea	Mantamonadida	Mantamonadidae	Mantamonas	Mantamonas sp. Dar es Salaam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
247	Eukaryota	Incertae Sedis	Telonemia	Telonemea	Telonemida	Telonemidae	Telonema		0	1	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	1	0	
248	Eukaryota	Incertae Sedis	Telonemia	Telonemea	Telonemida	Telonemidae	Telonema		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249	Eukaryota	Incertae Sedis	Telonemia	Telonemea	Telonemida	Telonemidae	Telonema	uncultured marine eukaryote	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250	Eukaryota	NAMAKO-1	(NAMAKO-1)	(NAMAKO-1)				uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
251	Eukaryota	Plantae	Picozoa	(Picozoa)					0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252	Eukaryota	Plantae	Picozoa	Picomonadea	Picomonadida				0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253	Eukaryota	SAR	Cryptophyta	Cryptophyceae	Cryptophyceae incertae sedis		Hemiarma	Hemiarma marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	3	0	2	
256	Eukaryota	SAR	Myzozoa	(Myzozoa)				Apicomplexa sp. X STN-2017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
259	Eukaryota	SAR	Myzozoa	Aconoidasida	Piroplasmorida				0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260	Eukaryota	SAR	Myzozoa	Aconoidasida	Piroplasmorida	 Haemohormidiidae	Cardiosporidium		0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261	Eukaryota	SAR	Myzozoa	Aconoidasida	Piroplasmorida	 Theileriidae	Theileria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	
263	Eukaryota	SAR	Myzozoa	Conoidasida	Eucoccidiorida				0	2	2	5	10	8	1	6	28	3	0	0	0	0	0	0	1	10	0	0	0	0	0	
264	Eukaryota	SAR	Myzozoa	Conoidasida	Eucoccidiorida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	6	0	0	16	0	7	
266	Eukaryota	SAR	Myzozoa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	
267	Eukaryota	SAR	Myzozoa	Conoidasida	Archigregarinorida				0	0	5	2	12	2	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
268	Eukaryota	SAR	Myzozoa	Conoidasida	Eugregarinorida				0	3	0	0	1	1	1	0	0	0	5	2	1	0	0	0	0	1	0	0	0	0	0	
269	Eukaryota	SAR	Myzozoa	Conoidasida	Neogregarinorida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	
270	Eukaryota	SAR	Myzozoa	Conoidasida				uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	
271	Eukaryota	SAR	Ciliophora	(Ciliophora)					0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	11	0	1	0	0	14	
273	Eukaryota	SAR	Ciliophora	Armophorea	Armophorida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
274	Eukaryota	SAR	Ciliophora	Armophorea	Clevelandellida				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	
275	Eukaryota	SAR	Ciliophora	(Ciliophora)					0	0	0	0	2	3	2	2	0	0	0	0	0	0	0	0	0	20	0	0	1	0	36	
276	Eukaryota	SAR	Ciliophora	Colpodea					0	0	2	0	6	14	1	3	0	0	6	1	0	0	1	0	1	0	0	0	0	0	5	
281	Eukaryota	SAR	Ciliophora	Plagiopylea					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	
283	Eukaryota	SAR	Ciliophora	Litostomatea					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
285	Eukaryota	SAR	Ciliophora	Litostomatea					0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
288	Eukaryota	SAR	Ciliophora	Spirotrichea					0	8	0	1	0	0	0	0	0	0	0	0	1	0	3	0	5	62	8	2	55	0	242	
292	Eukaryota	SAR	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
293	Eukaryota	SAR	Ciliophora	Spirotrichea			Protocruzia		0	3	0	0	0	0	0	0	0	0	0	0	0	29	0	350	0	7	0	0	0	53	1	
294	Eukaryota	SAR	Ciliophora	Spirotrichea					0	0	0	0	0	0	0	0	0	0	0	0	0	16	223	9	59	266	87	47	877	19	694	
296	Eukaryota	SAR	Ciliophora	Heterotrichea	Heterotrichida	Folliculinidae	Eufolliculina		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
297	Eukaryota	SAR	Ciliophora	Heterotrichea				metagenome	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
298	Eukaryota	SAR	Ciliophora	Heterotrichea	Heterotrichida	Stentoridae	Stentor		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
301	Eukaryota	SAR	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Sinophysis		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
304	Eukaryota	SAR	Myzozoa	Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	Amphidinium semilunatum	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	Eukaryota	SAR	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae			0	0	0	2	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	2	0	
310	Eukaryota	SAR	Myzozoa	Dinophyceae	Tovelliales	Tovelliaceae			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
311	Eukaryota	SAR	Myzozoa	Dinophyceae				uncultured eukaryote	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
312	Eukaryota	SAR	Myzozoa	Dinophyceae					0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
313	Eukaryota	SAR	Myzozoa	Dinophyceae	Gonyaulacales				0	0	0	0	1	3	3	0	4	1	1	0	0	0	0	0	0	3	0	0	0	0	0	
315	Eukaryota	SAR	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae			0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
317	Eukaryota	SAR	Myzozoa	Dinophyceae				uncultured	0	0	0	0	0	0	0	0	1	1	57741	33	5	0	0	9	0	0	0	0	0	0	0	
319	Eukaryota	SAR	Myzozoa	Dinophyceae				uncultured	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
320	Eukaryota	SAR	Myzozoa	Dinophyceae	Blastodiniales 	Blastodinidae	Blastodinium		0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
323	Eukaryota	SAR	Myzozoa	Dinophyceae	Noctilucales	Noctilucaceae	Abedinium	uncultured marine eukaryote	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324	Eukaryota	SAR	Myzozoa	Dinophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium cf. pavillardii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326	Eukaryota	SAR	Myzozoa	(Myzozoa)					0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
327	Eukaryota	SAR	Myzozoa	Colpodellophyceae	Colpodellales	Colpodellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
328	Eukaryota	SAR	Myzozoa	Colpodellophyceae	Colpodellales	Colpodellaceae	Colpodella		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
329	Eukaryota	SAR	Myzozoa	Colpodellophyceae	Colpodellales	Colpodellaceae	Colpodella	uncultured Colpodellidae	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	Eukaryota	SAR	Myzozoa	Colpodellophyceae	Colpodellales	Colpodellaceae	Colpodella	uncultured Halosarcinochlamys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	
331	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Perkinsidae	A31		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
332	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Perkinsidae	A31	metagenome	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Perkinsidae	A31	uncultured eukaryote	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Parviluciferaceae	Parvilucifera		0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
335	Eukaryota	SAR	Myzozoa	Perkinsea	Perkinsida	Parviluciferaceae	Parvilucifera	uncultured freshwater eukaryote	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
338	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya		0	0	7	1	0	0	2	1	0	1	14	6	0	0	0	0	0	1	0	0	0	0	0	
339	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp. ex Prorocentrum micans	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	uncultured dinoflagellate	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	uncultured marine alveolate	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
343	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Duboscquella		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
344	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Duboscquella	uncultured dinoflagellate	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
345	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Duboscquella	uncultured marine eukaryote	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
346	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium		0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
347	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp. SG-2012	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	uncultured eukaryote	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group I	eukaryote clone OLI11029	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group I	uncultured dinoflagellate	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
352	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group I	uncultured Duboscquella	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II		0	4	0	0	0	5	3	0	2	1	9	2	0	0	0	0	0	2	0	0	0	0	0	
355	Eukaryota	SAR	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II	uncultured alveolate	0	0	0	0	0	2	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
358	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II	uncultured marine alveolate	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II	uncultured marine eukaryote	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group II	uncultured Syndiniales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
361	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group III		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
363	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group V	uncultured dinoflagellate	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales		Syndiniales Group V	uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
365	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales			uncultured eukaryote	0	0	0	0	0	0	145	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
366	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales			uncultured marine alveolate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368	Eukaryota	SAR	Myzozoa	Dinophyceae	Syndiniales			uncultured marine eukaryote	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
369	Eukaryota	SAR	Myzozoa	(Myzozoa)					0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	
370	Eukaryota	SAR	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum triestinum	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	5	
371	Eukaryota	SAR	Myzozoa	(Myzozoa)				uncultured alveolate	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
372	Eukaryota	SAR	Myzozoa	(Myzozoa)				uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
373	Eukaryota	SAR	Myzozoa	(Myzozoa)				uncultured freshwater eukaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
374	Eukaryota	SAR	Rhizaria	(Rhizaria)					0	0	0	0	0	0	2	1	1	1	10	0	0	0	0	0	0	0	0	0	0	0	1	
376	Eukaryota	SAR	Cercozoa	Ascetosporea					0	3	3	2	0	2	0	1	2	0	61	1	0	0	0	0	0	0	0	0	0	0	0	
377	Eukaryota	SAR	Cercozoa	Ascetosporea	Haplosporida	Haplosporidiidae			0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378	Eukaryota	SAR	Cercozoa	Ascetosporea	Haplosporida	Haplosporidiidae	Haplosporidium		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
379	Eukaryota	SAR	Cercozoa	Ascetosporea	Haplosporida	Haplosporidiidae	Minchinia		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380	Eukaryota	SAR	Cercozoa	Ascetosporea	Haplosporida		Urosporidium		0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	
381	Eukaryota	SAR	Cercozoa	Ascetosporea				Haplosporidian parasite of Pandalus platyceros	0	0	1	0	0	1	0	1	0	0	29	3	0	0	0	0	0	0	0	0	0	0	0	
382	Eukaryota	SAR	Cercozoa	Ascetosporea	Ascetosporea	Paradiniidae	Paradinium		0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	
383	Eukaryota	SAR	Cercozoa	Ascetosporea				uncultured Cercozoa	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384	Eukaryota	SAR	Cercozoa	Ascetosporea				uncultured eukaryote	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
385	Eukaryota	SAR	Cercozoa	Imbricatea	Variglissida	Clautriaviidae	Clautriavia	Clautriavia biflagellata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
386	Eukaryota	SAR	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
387	Eukaryota	SAR	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas directa	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389	Eukaryota	SAR	Cercozoa	Chlorarachniophyceae					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
390	Eukaryota	SAR	Cercozoa	Chlorarachniophyceae				Chlorarachniophyceae sp. BC52	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391	Eukaryota	SAR	Cercozoa	Granofilosea	Desmothoracida	Clathrulinidae	Hedriocystis		0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	12	0	1	0	1	1	0	1	
392	Eukaryota	SAR	Cercozoa	Granofilosea	Desmothoracida	Clathrulinidae	Hedriocystis	uncultured eukaryote	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	0	
393	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida	(Glissomonadida)	(Glissomonadida)		0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
394	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion sp. CCAP 1906/1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allantion	uncultured Thaumatomonadida	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
396	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida	Bodomorphidae	Bodomorpha	Bodomorpha minima	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida	Cercomonadidae 	Heteromita		0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
398	Eukaryota	SAR	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae 	Heteromita	Cercozoa sp. A10p145at5	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	
400	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida			uncultured Thaumatomonadida	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	
401	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida			uncultured	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
402	Eukaryota	SAR	Cercozoa	Sarcomonadea	Glissomonadida			uncultured	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
403	Eukaryota	SAR	Cercozoa	Granofilosea	Leucodictyida	Massisteriidae	Massisteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1	4	11	
