OTU	Domain	Phylum	Class	Order	Family	Genus	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep
2183	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
2184	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	0	10	49	5	0	0	2	0	0	0	0	13	0	2	62	0	0	0	0	0	0	0	1
2185	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Carsonella	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2186	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
2187	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella	1	5	24	14	4	6	2	2	110	16	0	40	33	36	233	234	108	576	26	29	100	418	151
2188	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	soda lake metagenome	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2189	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	1	0	0	0	0	0	2	0	2	3	0	0	1	2	1	22	1	35	2	0	4	12	66
2190	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2191	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Wenzhouxiangella	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1
2192	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	5	2	0	0	1	9
2193	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	Methylohalomonas	uncultured gamma proteobacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2194	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	uncultured	(uncultured)	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2195	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	uncultured	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	5	0	0	0	1	0
2196	Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Halothiobacillus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2197	Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Thiovirga	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
2198	Bacteria	Proteobacteria	Gammaproteobacteria	HglApr721	uncultured bacterium	(uncultured bacterium)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2199	Bacteria	Proteobacteria	Gammaproteobacteria	HglApr721	uncultured gamma proteobacterium	(uncultured gamma proteobacterium)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2200	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	(HOC36)	(HOC36)	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	6	0	0	0	1	27
2201	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	uncultured bacterium	(uncultured bacterium)	5	9	8	1	5	6	3	2	20	4	0	4	9	11	5	14	28	10	16	17	58	1	34
2202	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	uncultured gamma proteobacterium	(uncultured gamma proteobacterium)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	3
2203	Bacteria	Proteobacteria	Gammaproteobacteria	I3A	(I3A)	(I3A)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
2205	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	(JTB23)	(JTB23)	0	0	0	0	0	0	0	2	0	0	0	0	8	40	90	0	1	323	8	253	7	0	272
2206	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	uncultured bacterium	(uncultured bacterium)	0	0	1	0	1	0	0	4	3	0	0	2	13	40	85	15	4	205	5	129	5	5	175
2207	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	uncultured gamma proteobacterium	(uncultured gamma proteobacterium)	0	0	0	0	0	0	0	3	1	0	1	0	8	46	67	0	3	351	8	171	3	0	281
2208	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	(KF-JG30-C25)	(KF-JG30-C25)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2209	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	(Legionellaceae)	2	0	1	1	1	0	0	0	0	0	0	0	0	1	5	0	0	21	1	12	2	5	12
2210	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	2	5	1	4	16	8	3	5	10	2	2	1	0	9	13	10	5	18	1	4	5	6	8
2211	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured	1	0	0	0	0	1	0	0	0	0	0	0	0	45	1	30	1	15	6	3	2	33	11
2212	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured bacterium	1	0	0	0	5	0	0	0	2	0	0	0	0	2	1	1	0	6	0	1	0	0	0
2213	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	(MBMPE27)	(MBMPE27)	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2214	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0
2215	Bacteria	Proteobacteria	Gammaproteobacteria	MD2904-B13	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2216	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	(Methylococcales)	(Methylococcales)	15	14	5	27	57	61	2	7	27	20	0	0	3	0	0	0	39	80	0	0	0	0	1
2217	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Cycloclasticaceae	Cycloclasticus	4	5	1	3	18	20	0	1	6	3	0	0	0	0	0	0	16	30	1	0	0	3	0
2218	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	(Methylococcaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
2219	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2220	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	(Methylomonadaceae)	21	17	29	11	25	38	8	7	90	30	1	18	27	13	13	57	109	23	9	25	67	8	15
2221	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	9	0	0	0	6	0	3
2222	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	IheB2-23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2223	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2	7	3	12	5	5	7	7	6	52	6	0	7	18	19	21	20	63	31	19	26	169	4	54
2224	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	240	116	924	103	152	318	286	122	1668	434	3	549	749	195	331	1826	2069	236	121	461	1345	196	265
2225	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2226	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus	1	0	4	0	1	0	1	0	4	0	0	1	2	0	0	1	8	1	0	1	2	0	1
2227	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Milano-WF1B-03	2	0	1	0	0	0	0	1	8	2	0	3	1	2	0	5	6	0	1	1	4	1	4
2228	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pItb-vmat-59	1	0	3	0	1	0	0	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	2
2229	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2230	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	(Milano-WF1B-44)	(Milano-WF1B-44)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0
2231	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	Solemya velum gill symbiont	(Solemya velum gill symbiont)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
2232	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	uncultured bacterium	(uncultured bacterium)	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1
2233	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Nitrococcus	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	(Methylophagaceae)	8	4	7	1	5	4	8	5	69	4	2	4	21	17	18	31	31	23	12	40	135	1	38
2236	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Marine Methylotrophic Group 3	0	0	1	0	0	1	1	0	16	0	0	2	5	1	1	5	20	3	1	3	23	0	2
2237	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	4	0	7	3	0	10	3	0	27	3	3	0	3	3	2	11	15	20	5	4	13	3	6
2238	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	uncultured	2	2	1	0	1	3	1	0	11	0	0	1	4	2	1	4	7	10	2	5	20	3	7
2239	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	(Nitrosococcaceae)	0	11	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	5	2	0	2	0	32
2240	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	1	13
2241	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	6	0	0	2	2	27
2242	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	13
2243	Bacteria	Proteobacteria	Gammaproteobacteria	P0X4b2H11	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2244	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus Endoecteinascidia	14	5	10	3	10	48	47	26	190	13	180	9	2	3	2	2	0	1	0	0	0	2	4
2245	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Piscirickettsia	2	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	59	2
2246	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	(pItb-vmat-80)	(pItb-vmat-80)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	6	0	1	5
2247	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	uncultured bacterium	(uncultured bacterium)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2
2248	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2249	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	(Pseudomonadales)	(Pseudomonadales)	26294	14336	53721	16279	24168	39097	43822	8708	173938	21771	1505	100444	98506	40912	42489	206171	61148	75295	46848	142854	276475	26973	48169
2250	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	211ds20	uncultured bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2251	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Ketobacter	12	2	8	4	0	49	0	0	3	0	0	0	0	1	0	0	0	6	0	0	0	0	1
2252	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	12	5	11	62	3	112	4	6	20	11	0	31	9	8	41	25	42	188	147	47	409	8	297
2253	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	bacterium BW3SW37	(bacterium BW3SW37)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2254	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	(BD2-7)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3
2255	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	uncultured bacterium	0	0	6	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2256	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	uncultured gamma proteobacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2257	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	uncultured organism	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
2258	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	(Cellvibrionaceae)	2	2	8	6	4	8	15	4	35	2	7	10	18	56	205	2455	34	276	114	35	330	367	211
2259	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	0	0	0	0	1	2	0	1	0	0	0	3	0	0	0	6	0	7	4	2	12	2	9
2260	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agaribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1
2261	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2262	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Alteromonadaceae bacterium Bs31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2263	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Candidatus Endobugula	0	0	0	0	0	7	5	2	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2264	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	0	1	0	0	0	0	0	0	0	0	0	2	0	4	1	37	3	1	1	2	10	9	2
2265	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Eionea	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2266	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Gilvimarinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
2267	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Halioxenophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	17	0	38	4	0	0	14	8
2268	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Maricurvus	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2269	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinimicrobium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9	1	0	1	0	2
2270	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Pseudoteredinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	16	14	191	160	14	330	7	177
2271	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Saccharophagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
2272	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Simiduia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2273	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Teredinibacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Umboniibacter	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
2275	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	uncultured	2	0	1	1	0	3	6	2	10	1	1	3	1	1	3	11	4	4	4	2	13	9	7
2276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	uncultured bacterium	0	1	0	1	0	1	1	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0
2277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	uncultured gamma proteobacterium	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	2	0	0
2278	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	(Endozoicomonadaceae)	2	0	0	10	15	0	20	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2
2279	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	1336	24	507	5053	825	306	3426	156	670	372	1978	761	22	58	28	509	65	45	18	43	86	192	44
2280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Kistimonas	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2281	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gilvimarinus sp.	(Gilvimarinus sp.)	8	6	0	9	77	27	0	4	43	13	0	0	2	0	0	0	38	80	0	0	0	0	0
2282	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	uncultured bacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Hahella	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
2284	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	(Halieaceae)	1610	1548	3353	1112	1511	2204	2703	812	10486	1592	43	5220	8126	4637	2240	4934	9573	6493	5158	11479	23547	808	5079
2285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Chromatocurvus	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Congregibacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Haliea	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	14	1	11	23	3	109	7	3	25	10	17	12	13	3	5	10	23	225	8	26	38	3	47
2289	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	0	0	0	0	0	0	0	0	2	0	0	2	2	2	2	1	0	16	1	4	5	0	8
2290	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium	0	0	0	1	0	0	0	0	0	1	8	0	0	0	1	1	1	0	0	0	1	0	0
2291	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	4214	3640	11451	2710	3931	5976	6314	2205	27695	5488	115	28393	23511	7950	5103	13595	25302	10615	9662	21829	49502	1835	10699
2292	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Parahaliea	0	0	4	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
2293	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Pseudohaliea	5	0	0	1	1	0	2	1	15	0	0	0	0	2	3	7	51	0	0	17	4	2	3
2294	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	uncultured bacterium	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	uncultured marine bacterium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	(Halomonadaceae)	1	0	1	45	1	0	0	3	1	1	1	0	0	1	1	2	2	10	2	0	2	2	2
2297	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Chromohalobacter	1	0	1	6	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
2298	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Cobetia	0	0	0	0	0	0	1	10	3	8	0	0	0	0	1	0	0	1	0	0	0	1	0
2299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	1	1	4	95	1	15	2	11	1	1	4	0	2	2	5	3	0	26	1	4	1	3	9
2300	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas sp. A-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2301	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas sp. KHS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2302	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Kushneria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Larsenimonas	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Salinicola	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2305	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Terasakiispira	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2307	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	(KI89A clade)	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	8	0	1	5	1	15
2308	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	uncultured bacterium	0	2	2	0	1	0	1	0	11	0	0	4	4	1	2	8	1	12	2	1	12	2	3
2309	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	uncultured gamma proteobacterium	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
2310	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	Litoricola	4	4	7	1	4	8	4	8	22	7	0	44	12	6	5	24	26	4	3	4	25	3	3
2311	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	3	1	1	866	1	311	1	5	7	6	2	9	11	1	25	44	1	120	7	0	5	4	39
2312	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	3	3	8	1	2	3	2	7	24	6	14	14	478	143	32	14577	52	27	52	16	59	1429	47
2313	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	MBAE14	(MBAE14)	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	3	0	0	0	2	5	0	2
2314	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	MBAE14	gamma proteobacterium enrichment culture clone TT-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2315	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	MBAE14	uncultured bacterium	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0
2316	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	MBAE14	uncultured gamma proteobacterium	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	4	1	0	1	0	0	2	0
