OTU	Domain	Phylum	Class	Order	Family	Genus	MDBC01_rep	MDBC03_rep	MDBC04_rep	MDBC05_rep	MDBC06_rep	MDBC09_rep	MDBC11_rep	MDBC18_rep	MDBC21_rep	MDBC28_rep	MDBC29_rep	MDBC30_rep	MDBC32_rep	MDBC33_rep	MDBC34_rep	MDBC35_rep	MDBC36_rep	MDBC37_rep	MDBC38_rep	MDBC42_rep	MDBC44_rep	MDBC45_rep	MDBC46_rep
1	Bacteria	(Bacteria)	(Bacteria)	(Bacteria)	(Bacteria)	(Bacteria)	5556	1467	980	1991	2598	2478	1543	1074	4987	1309	3940	1547	1376	2652	1504	3617	1893	5526	883	2447	4029	6085	3254
2	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	3
3	Bacteria	Acetothermia	Acetothermiia	(Acetothermiia)	(Acetothermiia)	(Acetothermiia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	Bacteria	Acetothermia	Acetothermiia	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
5	Bacteria	Acidobacteriota	(Acidobacteriota)	(Acidobacteriota)	(Acidobacteriota)	(Acidobacteriota)	32	3	2	5	0	19	6	2	4	4	0	0	21	8	11	26	1	24	8	15	14	56	47
6	Bacteria	Acidobacteriota	Acidobacteriae	(Acidobacteriae)	(Acidobacteriae)	(Acidobacteriae)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	0	1	0	1	0	0	0	1	0	1	1	3	0	0	0	0	0	2	0	0	0	0	0
9	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	(PAUC26f)	(PAUC26f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
10	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
11	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	uncultured bacterium	(uncultured bacterium)	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	(Aminicenantales)	(Aminicenantales)	2	0	0	0	0	0	0	1	10	1	1	0	0	2	0	0	0	0	0	1	16	0	2
13	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	metagenome	(metagenome)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured Aminicenantes bacterium	(uncultured Aminicenantes bacterium)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured bacterium	(uncultured bacterium)	78	10	4	23	5	20	12	4	8	3	0	0	5	0	0	0	0	0	0	0	15	0	1
16	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	uncultured delta proteobacterium	(uncultured delta proteobacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	1	1	0	53	7	4
17	Bacteria	Acidobacteriota	AT-s3-28	(AT-s3-28)	(AT-s3-28)	(AT-s3-28)	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1
18	Bacteria	Acidobacteriota	AT-s3-28	uncultured actinobacterium	(uncultured actinobacterium)	(uncultured actinobacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
19	Bacteria	Acidobacteriota	AT-s3-28	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0
20	Bacteria	Acidobacteriota	Blastocatellia	(Blastocatellia)	(Blastocatellia)	(Blastocatellia)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21	Bacteria	Acidobacteriota	Blastocatellia	11-24	(11-24)	(11-24)	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	Bacteria	Acidobacteriota	Blastocatellia	11-24	uncultured bacterium	(uncultured bacterium)	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	(Blastocatellaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0
24	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	3	0	2	0	0
25	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
26	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1
27	Bacteria	Acidobacteriota	Holophagae	(Holophagae)	(Holophagae)	(Holophagae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
28	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	(Acanthopleuribacteraceae)	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	1	1	1	0	1	104	3	1	0	0	0	0	7	73	2	100	1	108	18	23	36	56	245
30	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
31	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	uncultured Acidobacteria bacterium	(uncultured Acidobacteria bacterium)	0	1	0	0	3	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
32	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
33	Bacteria	Acidobacteriota	ODP1230B23.02	uncultured organism	(uncultured organism)	(uncultured organism)	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	Bacteria	Acidobacteriota	Subgroup 20	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
35	Bacteria	Acidobacteriota	Subgroup 21	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
36	Bacteria	Acidobacteriota	Subgroup 22	(Subgroup 22)	(Subgroup 22)	(Subgroup 22)	0	4	2	0	0	3	0	0	0	0	3	0	1	0	0	0	0	4	1	0	0	1	3
37	Bacteria	Acidobacteriota	Subgroup 22	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	7	0	0	0	1	0	1	1	0	0	0	1	3	2	1	1	3	2	4	6	11	11
38	Bacteria	Acidobacteriota	Subgroup 26	(Subgroup 26)	(Subgroup 26)	(Subgroup 26)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
39	Bacteria	Acidobacteriota	Subgroup 26	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	3	12
40	Bacteria	Acidobacteriota	Subgroup 5	(Subgroup 5)	(Subgroup 5)	(Subgroup 5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
41	Bacteria	Acidobacteriota	Subgroup 5	uncultured Acidobacterium sp.	(uncultured Acidobacterium sp.)	(uncultured Acidobacterium sp.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
42	Bacteria	Acidobacteriota	Subgroup 5	uncultured bacterium	(uncultured bacterium)	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0
43	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	1	9	5	0	3	9	0	0	3	1	0	0	4	1	0	1	0	60	36	3	11	18	514
44	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
45	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
46	Bacteria	Acidobacteriota	Vicinamibacteria	(Vicinamibacteria)	(Vicinamibacteria)	(Vicinamibacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
47	Bacteria	Acidobacteriota	Vicinamibacteria	11B-2	uncultured bacterium	(uncultured bacterium)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured bacterium	(uncultured bacterium)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured Geoalkalibacter sp.	(uncultured Geoalkalibacter sp.)	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
50	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	(Subgroup 9)	(Subgroup 9)	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
51	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	uncultured Acidobacterium sp.	(uncultured Acidobacterium sp.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
52	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	3
53	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	(Vicinamibacterales)	(Vicinamibacterales)	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	2	1	0	0	15	2
54	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	(uncultured)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
55	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured bacterium	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	(Vicinamibacteraceae)	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	Bacteria	Actinobacteriota	(Actinobacteriota)	(Actinobacteriota)	(Actinobacteriota)	(Actinobacteriota)	9	9	22	5	11	8	7	3	13	46	3	3	4	16	15	19	4	27	10	10	31	7	11
58	Bacteria	Actinobacteriota	Acidimicrobiia	(Acidimicrobiia)	(Acidimicrobiia)	(Acidimicrobiia)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1
59	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
60	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
61	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	(IMCC26256)	(IMCC26256)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
62	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured Aciditerrimonas sp.	(uncultured Aciditerrimonas sp.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
63	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured bacterium	(uncultured bacterium)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
64	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	(Microtrichales)	(Microtrichales)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1
65	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
66	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	(Ilumatobacteraceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
67	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	10	1	4	1	26
68	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3
69	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	(Microtrichaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
70	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Candidatus Microthrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
71	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	11	3	0	1	1	15
72	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	0	4	3	8
73	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	(uncultured)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
74	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
75	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
76	Bacteria	Actinobacteriota	Actinobacteria	(Actinobacteria)	(Actinobacteria)	(Actinobacteria)	57	36	19	25	25	22	33	27	233	22	59	49	3	29	52	14	23	21	7	10	189	29	13
77	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	(Actinomycetaceae)	33	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0
78	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	2	8	3	5	5	4	3	26	5	12	1	4	4	5	4	0	5	3	1	2	2	3	5
79	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomycetaceae bacterium S4-S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
80	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	0	0	0	1	0	0	0	1	1	12	0	1	0	0	0	0	0	0	0	0	2	0	0
81	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	(Bifidobacteriaceae)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	2	7	3	1	1	1	9	4	78	10	20	33	3	10	0	1	0	0	2	5	88	8	0
84	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
85	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	(Corynebacteriales)	(Corynebacteriales)	1	2	3	6	4	6	2	1	4	3	0	2	1	54	13	17	4	26	5	4	9	35	8
86	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	(Corynebacteriaceae)	4	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
87	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	116	19	10	30	17	21	10	31	11	2	11	8	16	27	50	13	24	24	37	5	23	7	44
88	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	14	3	5	1	1	1	2	0	2	0	1	5	1	3	2	2	12	5	1	2	2	0	1
89	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	2	3	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1	0	0	0
90	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	uncultured Corynebacterium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
91	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
92	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	(Mycobacteriaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
93	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	68	45	173	55	58	59	49	15	104	338	29	22	28	1373	364	665	118	924	240	206	308	1031	328
94	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	(Nocardiaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
95	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	9
96	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	4	0
97	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	0	0	1	0	2	0	0	0	1	0	0	2	0	14	0	0	0	11	2	0	5	1	1
98	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	(Euzebyaceae)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
99	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
100	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	(Frankiales)	(Frankiales)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	(Geodermatophilaceae)	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
102	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Klenkia	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	(Kineosporiaceae)	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Pseudokineococcus	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	0	0	0	4	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
108	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	(Micrococcales)	(Micrococcales)	0	1	1	3	2	4	1	2	2	1	0	0	3	2	0	3	1	5	3	1	1	2	1
109	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	1	3	1	1	0	0	0	1	2	0	0	0	0	1	2	1	0	2	0	0	0	0	0
110	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	1	0	1	5	1	0	0	4	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0
112	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
113	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	(Dermacoccaceae)	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
114	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0
115	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Mobilicoccus	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
117	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	(Intrasporangiaceae)	0	0	0	7	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
118	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Arsenicicoccus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
119	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
121	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	(Microbacteriaceae)	1	1	6	1	1	4	2	1	19	2	1	3	6	2	7	10	0	20	0	3	9	7	0
124	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
125	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Conyzicola	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0
127	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
129	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	7	2	2
130	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	10	2	82	4	3	1	2	0	72	2	0	18	1	3	82	0	4	0	0	7	5	90	2
131	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	(Micrococcaceae)	6	1	2	8	3	3	1	3	3	0	4	0	1	6	0	0	0	3	0	1	1	5	3
132	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	5	0	0	2	0	0	2	1	4	0	2	2	0	1	0	0	0	7	0	0	4	1	1
133	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
134	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	6	1	2	3	2	0	3	2	1	0	0	0	2	14	4	0	5	3	0	6	2	3	7
135	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	38	5	10	25	10	2	6	8	14	0	1	4	2	0	3	1	7	6	21	0	2	2	2
136	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0
